total_tasks,completed_tasks,assigned_time_minutes,actual_time_minutes,productivity_score
7,6,2520,1798,100.0
9,0,4320,2629,65.73
19,1,5700,4929,49.41
11,6,5280,6039,67.7
7,7,1680,2092,92.12
9,7,2160,2594,79.97
18,16,6480,6544,92.94
18,4,8640,7844,57.39
15,15,6300,7211,94.95
17,1,7140,3758,79.53
6,5,2520,3524,78.6
20,13,4800,3891,88.34
18,10,8640,4918,100.0
11,1,3300,3362,44.72
10,4,3600,4488,56.09
17,5,7140,10546,44.73
17,17,5100,4820,100.0
19,3,6840,6995,48.59
7,2,2940,3652,49.34
10,6,2400,1656,93.97
13,2,4680,6409,38.44
17,11,7140,7224,78.36
20,5,7200,5835,64.36
19,5,7980,9636,48.92
13,7,4680,3854,80.88
5,1,2100,2430,46.57
18,8,8640,9042,64.89
13,0,5460,7166,30.48
9,6,4320,3590,88.13
20,1,7200,7627,40.76
20,15,9600,9975,83.5
6,0,2520,3000,33.6
19,19,6840,9102,90.06
14,10,3360,1853,100.0
6,0,1800,2225,32.36
6,3,2880,3465,63.25
10,10,2400,1709,100.0
5,5,2400,3069,91.28
13,11,4680,6558,79.31
15,0,7200,4354,66.15
17,7,5100,6071,58.31
5,0,1800,2669,26.98
12,4,5760,5675,60.6
9,7,3780,4925,77.37
20,10,7200,4227,98.13
5,4,1200,1138,90.18
18,16,7560,5347,100.0
16,14,5760,4909,99.43
7,1,2520,2214,54.1
5,1,1500,2087,40.75
14,11,4200,2772,100.0
11,7,2640,2296,84.17
14,11,6720,4390,100.0
14,0,3360,3251,41.34
12,10,3600,3367,92.77
20,8,6000,3099,100.0
17,8,4080,3532,74.44
17,0,5100,6411,31.82
11,1,3960,5627,33.6
17,11,8160,4341,100.0
12,2,2880,2149,63.61
10,8,3000,3836,79.28
17,4,6120,5479,58.8
12,5,5760,7238,56.83
8,1,2400,2143,52.3
11,2,3960,5885,37.82
8,2,2400,3124,45.73
18,8,5400,4572,73.91
10,4,2400,3399,52.24
15,14,5400,7106,86.4
18,18,6480,4046,100.0
8,5,3840,2727,93.83
17,16,6120,6484,94.23
9,1,4320,3425,57.12
16,12,5760,7093,77.48
5,1,1500,1329,57.15
15,13,3600,2579,100.0
5,5,2400,2264,100.0
15,14,5400,6705,88.21
20,4,4800,5860,44.76
17,10,8160,10018,67.88
16,15,3840,2853,100.0
16,16,4800,6725,88.55
20,19,9600,7959,100.0
16,3,3840,4916,42.49
10,10,3600,4321,93.33
5,4,1800,1252,100.0
19,12,7980,8665,74.73
10,5,4200,4308,69.0
15,0,6300,5366,46.96
15,10,7200,10690,66.94
8,4,2880,2442,77.17
5,0,2400,2193,43.78
20,6,6000,8694,45.61
15,3,7200,4511,75.84
6,5,2880,2640,93.64
16,16,3840,5271,89.14
19,6,4560,2284,98.81
15,9,7200,4792,96.1
17,8,5100,4479,73.78
7,2,3360,3905,51.56
9,8,2160,1214,100.0
15,12,7200,6515,92.21
6,6,2520,2046,100.0
13,8,4680,5247,72.6
8,2,3360,3453,53.92
7,1,1680,2354,37.12
17,2,7140,10097,35.34
16,12,5760,4705,93.97
6,3,2160,2713,61.85
5,4,2100,1350,100.0
20,9,9600,7563,77.77
9,5,3780,2734,88.64
8,7,2880,3713,83.53
17,8,4080,3290,77.84
17,14,5100,6585,80.39
15,14,7200,8755,88.9
12,2,2880,1946,69.2
11,0,3960,4862,32.58
15,13,4500,5619,84.03
7,2,1680,960,87.14
10,0,3600,1824,78.95
7,6,2520,2395,93.52
5,0,1800,2555,28.18
18,3,8640,11400,40.32
5,0,2100,2635,31.88
15,5,7200,5598,71.45
7,6,1680,2399,79.44
5,2,1800,1733,65.55
18,13,5400,3829,99.74
16,12,7680,11096,72.69
8,8,2400,1816,100.0
20,14,4800,6227,72.83
10,10,4800,4075,100.0
9,4,3240,3239,66.68
9,4,3240,2512,78.26
16,2,6720,8776,38.13
20,3,7200,10156,37.36
11,7,3960,5167,68.84
10,0,3600,3649,39.46
19,16,4560,4172,94.25
12,5,3600,3377,67.64
20,12,7200,7640,73.7
10,9,2400,1569,100.0
13,4,3900,4002,57.44
8,4,2880,2732,72.17
19,15,4560,3114,100.0
15,6,7200,10472,51.5
9,3,4320,4512,58.3
19,8,9120,6254,83.59
11,4,4620,4991,58.84
5,2,2100,1452,81.85
10,3,2400,2701,53.54
8,2,3840,5617,42.35
20,16,8400,6505,99.65
20,17,8400,10473,83.08
11,4,3960,5234,52.08
19,9,6840,7774,63.62
7,4,2100,2541,67.34
17,2,6120,5909,48.49
15,4,7200,7061,56.79
14,9,5040,5599,74.58
8,5,1920,2151,73.2
13,4,5460,4123,71.43
20,11,8400,11673,61.78
18,15,6480,3888,100.0
19,15,5700,8407,74.49
17,12,8160,7891,83.72
15,12,5400,7320,77.51
16,0,7680,4386,70.04
19,9,7980,6626,76.59
10,1,4200,4597,42.55
19,2,7980,5405,65.37
8,8,3360,4148,92.4
5,0,1500,1883,31.86
15,7,4500,4196,70.9
7,7,2100,1415,100.0
20,2,4800,6193,37.0
15,10,3600,4910,69.33
9,3,3780,4727,51.99
16,14,3840,5275,81.62
13,2,5460,6941,40.7
5,5,2100,2849,89.48
13,10,6240,5143,94.69
10,4,4800,2902,90.16
15,7,4500,4813,65.4
8,6,1920,1995,83.5
12,8,2880,1843,100.0
15,10,7200,10601,67.17
7,5,1680,1286,95.11
18,16,7560,10468,82.22
8,1,3360,2439,62.6
8,1,3840,5466,35.6
18,14,7560,11112,73.88
8,0,2400,3207,29.93
13,11,3900,2098,100.0
15,0,4500,6584,27.34
5,3,1200,825,94.18
5,3,1200,897,89.51
19,18,7980,11020,85.81
11,0,3300,2468,53.48
19,17,4560,4966,90.41
19,6,4560,3949,65.14
14,10,4200,5247,74.88
9,0,2700,3393,31.83
12,8,5760,5641,80.84
8,3,3360,3999,56.11
5,5,2100,2084,100.0
20,8,7200,6512,68.23
11,3,4620,6420,45.15
17,16,5100,6651,87.14
13,13,5460,6665,92.77
7,5,3360,4660,71.7
10,8,3000,2878,89.7
18,6,7560,11007,47.47
12,0,2880,3318,34.72
8,7,3840,5202,82.03
20,9,9600,5604,95.52
17,0,6120,6583,37.19
13,3,3120,4040,44.74
8,0,3840,2785,55.15
17,7,4080,2174,99.77
19,13,7980,8011,80.9
12,11,3600,3996,91.04
9,4,2700,1863,84.64
17,4,8160,7555,57.32
12,4,5760,5247,63.91
12,4,5040,3503,77.55
7,3,1680,1827,62.5
19,19,9120,4898,100.0
12,11,2880,3299,89.92
13,11,5460,7473,79.99
9,6,4320,6115,68.26
17,3,6120,7715,42.32
7,6,1680,2328,80.29
20,5,7200,5479,67.56
10,9,2400,1311,100.0
10,3,3600,4525,49.82
9,3,2700,2331,66.33
12,8,2880,4151,67.75
14,12,4200,3259,100.0
6,4,2160,1221,100.0
16,3,7680,4386,81.29
6,4,1800,1066,100.0
17,9,7140,8917,63.79
18,2,8640,5457,70.0
13,1,6240,6014,46.12
16,12,6720,9916,72.11
19,4,9120,12496,41.82
11,0,3300,4412,29.92
15,15,3600,1951,100.0
10,8,3000,2270,100.0
16,4,4800,4684,55.99
10,10,3000,2263,100.0
20,0,8400,10541,31.88
15,14,6300,8950,84.16
18,0,7560,7719,39.18
16,4,7680,4876,78.0
9,3,3240,4646,47.89
17,3,7140,10195,38.6
8,1,1920,1233,69.79
16,16,4800,4570,100.0
16,13,7680,8700,84.06
5,4,2400,3090,79.07
8,1,1920,2134,43.49
18,15,8640,9011,88.35
14,10,5880,4465,95.53
11,8,3300,4838,70.92
9,9,2700,1858,100.0
13,10,3120,2032,100.0
6,1,1800,976,83.77
6,5,2880,1711,100.0
8,2,2880,3092,52.26
20,12,8400,8302,76.47
13,5,3900,4733,56.04
18,5,4320,4624,54.04
10,7,3600,3431,83.97
7,7,2520,1325,100.0
11,1,4620,2748,72.7
8,1,1920,1257,68.6
5,3,1800,1164,97.86
12,11,2880,2140,100.0
20,17,9600,4984,100.0
16,14,5760,4589,100.0
15,7,6300,8581,57.37
12,10,2880,2431,97.39
13,10,6240,5360,92.72
7,6,3360,3926,85.66
11,9,3960,5692,76.92
17,14,8160,12015,76.58
8,1,2880,2000,65.1
13,4,3120,4092,48.96
16,6,7680,5331,80.13
13,9,6240,8142,72.19
11,0,3300,2937,44.94
13,10,3120,3059,86.95
15,13,5400,6963,83.02
13,8,4680,2775,100.0
7,3,3360,2808,73.58
11,5,5280,6072,62.06
18,9,5400,7175,60.1
11,10,5280,4368,100.0
9,1,2700,1504,78.48
7,7,2520,3614,87.89
20,20,6000,8995,86.68
10,9,4200,4412,92.08
6,5,1800,2248,82.03
15,1,4500,5847,34.79
16,3,5760,6637,45.96
15,7,3600,3201,72.99
8,3,3360,4789,50.56
9,2,2160,1299,79.85
14,2,6720,4550,67.65
11,5,4620,6192,57.12
5,5,1800,2646,87.21
8,8,3360,4641,88.96
18,14,7560,9078,79.98
19,14,7980,4234,100.0
14,8,5040,7227,62.18
18,8,8640,7876,70.55
18,7,8640,4772,95.76
7,5,2100,1393,100.0
5,3,1800,1809,75.8
20,1,7200,5248,57.88
16,16,3840,3348,100.0
8,0,2880,1577,73.05
8,7,2880,2350,100.0
13,5,3900,2400,88.08
7,2,2940,2421,65.72
13,5,6240,6921,59.14
10,8,4800,2454,100.0
9,1,2160,2328,43.78
5,0,2100,2230,37.67
20,3,4800,4363,53.01
7,0,2520,1606,62.76
10,1,3000,2751,49.62
15,5,6300,3543,91.13
11,0,3300,2610,50.57
14,7,3360,2859,77.01
8,4,3840,3551,73.26
12,7,5040,5833,69.56
18,5,5400,7472,45.57
6,2,2160,1907,65.31
13,1,3900,2954,57.43
14,10,6720,4489,100.0
9,3,3780,3305,65.75
19,3,6840,9123,39.46
19,19,6840,3722,100.0
8,7,1920,1559,100.0
12,11,2880,3085,92.34
13,0,6240,8454,29.52
11,0,4620,3224,57.32
11,1,5280,3929,59.21
9,1,3240,2824,52.56
8,4,3840,5733,56.79
5,2,1500,1609,61.29
11,2,4620,6358,39.97
13,4,3900,2242,88.04
11,6,3300,3744,67.98
16,7,6720,6218,69.48
19,1,9120,12283,32.86
18,15,7560,5346,100.0
13,1,6240,3500,75.93
8,0,3840,2764,55.57
7,7,2100,2596,92.36
7,0,3360,4071,33.01
8,6,3840,3493,88.97
20,14,4800,5644,76.02
9,6,4320,3540,88.81
16,8,6720,5766,76.62
11,2,4620,4103,55.95
16,10,4800,6216,68.39
7,7,1680,1293,100.0
20,11,4800,6545,62.34
20,5,9600,8652,59.38
14,9,5040,6376,70.19
7,7,2940,2349,100.0
6,4,2880,2484,86.38
20,16,6000,3996,100.0
6,6,2520,2078,100.0
8,6,2400,3533,72.17
19,5,4560,5269,50.41
17,1,7140,5325,57.16
16,10,6720,5004,91.22
14,12,5040,5523,87.93
12,1,2880,1459,83.96
18,10,5400,5511,72.53
6,2,2520,3571,48.23
5,0,1500,1780,33.71
20,20,8400,11181,90.05
12,5,2880,2085,80.25
6,0,2160,2867,30.14
14,4,6720,6937,55.89
13,6,4680,6379,57.04
18,10,8640,12415,61.17
9,2,3240,3823,47.23
7,0,2520,1334,75.56
16,8,3840,2021,100.0
8,0,2880,1572,73.28
12,8,3600,4856,69.65
17,1,7140,5363,56.78
16,10,3840,4303,73.2
14,8,5040,6873,63.62
14,14,3360,2040,100.0
7,0,3360,3316,40.53
16,13,6720,7874,82.89
15,15,3600,3533,100.0
12,4,4320,5226,53.07
20,18,9600,7358,100.0
7,3,2520,3432,55.08
14,6,5040,4785,67.85
17,8,8160,5113,92.07
17,13,8160,8213,85.62
6,0,1440,1122,51.34
12,4,3600,2137,87.38
14,13,3360,3705,91.99
13,9,4680,5383,76.31
6,6,1800,2279,91.59
18,3,5400,2777,87.78
19,12,7980,6694,85.58
10,8,3600,3215,92.79
19,16,6840,6608,91.93
15,12,7200,6122,95.04
7,0,3360,2159,62.25
5,5,1800,2055,95.04
11,11,4620,3134,100.0
5,0,2100,2049,41.0
19,12,9120,7076,89.45
11,5,4620,2690,95.97
11,0,3300,2018,65.41
13,2,4680,3066,70.29
7,4,2100,2479,68.17
6,1,2880,3199,46.01
8,1,3840,5617,34.85
17,15,5100,5231,91.94
12,4,4320,2869,80.23
19,2,4560,4807,44.26
12,12,5040,4959,100.0
7,6,1680,1780,89.18
13,9,5460,7377,71.14
8,8,2400,2114,100.0
6,6,2520,3182,91.68
9,3,2160,3030,48.51
19,7,6840,6872,61.92
18,3,5400,7705,38.03
15,10,4500,3628,89.61
20,7,7200,7274,60.59
6,3,2520,3098,62.54
8,1,2400,2419,47.19
5,5,2100,3011,87.9
8,3,3840,4576,56.07
19,9,4560,5584,61.09
20,19,7200,8765,89.86
17,12,8160,10968,72.11
11,8,3960,2706,100.0
13,8,4680,4311,80.35
17,1,8160,7003,50.14
12,10,5760,3586,100.0
12,6,5760,4869,77.32
8,5,3360,3435,76.63
11,6,3960,3724,75.26
5,0,1200,750,64.0
11,1,3960,2121,80.14
20,19,4800,3650,100.0
13,11,5460,4041,100.0
20,0,7200,9329,30.87
7,0,1680,949,70.81
8,8,2880,1748,100.0
17,3,4080,5235,41.76
15,12,3600,1802,100.0
13,0,5460,3477,62.81
11,11,5280,3878,100.0
6,2,1800,2487,48.95
13,2,3900,4972,40.61
20,19,9600,6812,100.0
12,5,5760,6701,59.38
7,2,2520,1587,80.66
17,12,5100,6684,72.87
8,4,2880,4092,58.15
12,5,3600,3264,69.12
13,9,3120,2491,91.64
13,1,4680,4734,44.16
11,2,3960,4666,44.86
10,0,2400,3499,27.44
17,5,8160,4462,90.8
10,6,2400,3433,63.96
7,4,2520,2956,68.39
14,13,5880,5560,98.02
10,5,3000,2824,72.49
5,3,2100,3076,63.31
19,14,4560,4648,83.45
12,1,5040,6690,35.13
6,2,2520,2538,59.72
8,0,2880,3345,34.44
10,7,2400,2141,86.84
17,3,6120,6708,47.08
12,5,5760,7242,56.81
11,11,3960,2861,100.0
5,0,1200,1450,33.1
7,2,1680,1513,61.56
20,5,4800,4592,56.81
11,5,3960,2304,96.02
19,2,9120,7482,55.07
10,7,3000,4044,71.67
6,4,2160,1623,93.23
11,6,3300,2551,84.47
13,11,3120,2906,93.71
18,3,7560,8418,45.92
17,10,5100,7452,62.67
12,4,5040,4422,65.59
9,1,2160,3078,34.74
13,4,3120,4133,48.66
17,11,5100,3464,97.71
9,0,2700,3948,27.36
14,13,4200,3247,100.0
16,10,6720,7093,75.4
13,4,6240,4887,69.54
12,2,5040,3471,68.08
20,8,7200,4156,93.3
18,18,7560,4116,100.0
6,1,2880,2078,65.44
10,1,4800,5664,39.9
8,3,1920,972,100.0
15,5,4500,5582,52.25
9,7,2160,1507,100.0
6,1,2160,2537,44.06
8,8,3840,4439,94.6
11,4,5280,2723,99.38
9,3,2700,2562,62.15
17,3,4080,2808,68.71
6,2,1800,1420,70.7
11,7,4620,4623,78.16
16,16,5760,4502,100.0
18,6,6480,7019,56.93
7,6,1680,887,100.0
11,9,5280,7225,78.32
7,2,2940,2004,75.83
13,6,6240,8758,56.19
10,3,3000,2914,59.18
17,10,4080,3902,77.12
6,2,1800,1524,67.24
12,2,5760,5284,53.6
11,5,3960,4685,61.08
7,3,2100,1926,69.33
5,2,2400,1305,97.56
11,4,3300,3904,55.63
11,2,4620,4980,48.02
7,1,2520,2483,49.17
10,8,4200,3633,94.24
9,2,4320,4601,50.89
6,5,2880,3161,86.44
11,0,4620,2921,63.27
18,11,4320,3792,82.24
8,7,2880,2730,94.7
6,4,2160,1446,99.75
6,0,1440,1560,36.92
7,7,2520,3560,88.31
17,9,5100,7435,59.2
15,1,6300,6052,45.64
13,12,4680,2861,100.0
9,0,3240,2958,43.81
19,0,7980,4680,68.21
17,12,8160,6369,93.6
14,7,5040,3501,87.58
7,1,1680,1137,67.67
18,12,5400,6462,73.43
16,2,3840,5066,37.82
17,12,8160,7051,88.64
19,13,5700,5564,82.03
17,3,8160,6689,59.38
19,12,6840,10027,65.18
13,6,6240,3382,100.0
14,6,5040,2853,96.38
5,2,1500,1979,54.32
20,0,7200,3808,75.63
6,5,1440,1545,87.28
8,0,3360,2698,49.81
19,3,6840,9050,39.71
9,9,3780,4610,92.8
11,4,4620,4569,62.26
6,6,2520,3254,90.98
6,3,1440,1374,71.92
18,8,7560,7760,65.64
6,2,2520,1401,91.95
17,13,6120,5843,87.78
15,4,4500,3554,66.65
20,1,9600,9886,41.84
11,9,3300,4905,76.0
15,14,5400,6367,89.92
8,5,1920,1247,99.09
20,18,7200,6831,96.16
14,3,6720,7477,48.81
14,13,4200,5076,88.81
17,10,5100,2686,100.0
18,17,6480,9202,84.83
15,5,4500,5199,54.62
17,4,4080,2111,91.43
10,9,3000,3972,84.21
5,5,1800,2508,88.71
19,0,9120,9484,38.46
11,7,2640,1342,100.0
9,4,3780,5458,54.37
18,0,6480,6540,39.63
8,3,2880,3339,57.0
13,7,6240,7384,66.11
14,11,4200,5924,75.5
9,3,3240,2787,66.5
5,4,1200,1641,77.25
18,5,6480,9222,44.77
15,9,3600,2110,100.0
18,7,4320,5150,56.89
11,11,3960,5295,89.92
19,8,5700,5953,63.56
18,18,7560,7473,100.0
13,3,6240,5141,62.4
18,8,7560,5002,87.12
15,14,3600,4244,89.93
14,12,4200,2646,100.0
12,0,3600,3344,43.06
20,18,9600,11789,86.57
12,1,5040,5928,39.01
8,0,3840,3844,39.96
6,4,2520,2268,84.44
12,5,5760,8455,52.25
14,12,3360,1882,100.0
7,5,2940,1603,100.0
9,2,3780,2848,66.42
19,9,5700,3601,91.74
13,7,3120,3960,63.82
9,1,3780,2560,65.73
12,9,5040,4991,85.39
10,9,4200,5480,84.66
14,2,4200,5541,38.89
19,1,5700,7555,33.34
18,13,4320,2331,100.0
20,3,7200,10062,37.62
12,6,4320,4100,72.15
19,13,5700,6271,77.41
13,6,5460,7181,58.11
19,18,7980,6807,100.0
14,7,4200,3657,75.94
14,3,6720,7708,47.73
16,9,4800,3188,93.98
8,1,3840,3300,54.05
15,1,7200,7925,40.34
19,4,7980,5917,66.58
17,5,5100,4421,63.79
9,9,3780,1993,100.0
19,11,7980,8821,70.92
20,20,8400,12412,87.07
19,14,9120,5662,100.0
18,18,5400,4997,100.0
5,4,2100,2391,83.13
9,5,2700,2477,76.93
17,8,6120,3742,93.65
6,0,2880,3592,32.07
12,2,5040,2921,79.02
8,1,2400,3500,34.93
12,0,2880,3367,34.21
10,9,3000,2896,95.44
15,7,6300,5993,70.05
15,9,3600,5372,62.81
6,6,2520,3430,89.39
8,3,1920,1169,88.2
6,5,2520,3388,79.75
15,7,5400,3047,98.89
16,3,6720,9910,38.37
20,3,9600,12080,40.79
6,6,1800,1677,100.0
14,12,5880,3438,100.0
11,4,2640,1435,95.41
19,13,7980,7322,84.65
18,8,4320,4700,63.43
18,4,4320,5459,44.99
17,16,5100,7311,84.37
15,4,4500,6222,44.93
15,12,5400,5036,90.89
16,15,6720,8659,87.29
9,6,4320,2486,100.0
10,4,3600,3243,68.4
13,8,6240,6232,76.97
18,1,4320,3984,46.71
8,2,3840,3802,55.4
13,0,4680,6245,29.98
5,1,1800,1708,54.15
6,0,2880,1865,61.77
14,6,6720,8202,58.49
7,7,2100,1657,100.0
10,9,3000,1762,100.0
16,10,3840,4642,70.59
10,4,4200,3641,70.14
7,0,1680,1719,39.09
17,6,5100,3605,77.76
20,20,7200,3970,100.0
13,10,6240,3530,100.0
10,10,4200,6186,87.16
14,9,5040,7542,65.3
13,8,3120,1713,100.0
14,11,5880,7609,78.05
5,5,1800,1151,100.0
8,4,3840,2955,81.98
18,0,7560,6878,43.97
6,2,2160,1939,64.56
19,9,4560,4473,69.2
12,9,2880,3577,77.21
6,2,1800,2696,46.71
10,0,3600,4752,30.3
15,4,6300,6451,55.06
7,7,2940,2510,100.0
10,3,4800,4592,59.81
14,6,5040,2829,96.98
5,2,2100,1510,79.63
17,12,6120,4703,94.4
18,3,5400,4948,53.65
5,2,1200,1704,52.17
6,5,2160,2767,81.23
17,2,4080,5469,36.9
12,3,5760,7998,43.81
15,0,7200,9539,30.19
14,14,6720,9270,89.0
5,1,2400,2524,50.03
10,2,2400,1693,68.7
7,5,2100,2507,76.36
5,3,2400,3360,64.57
5,2,1200,1725,51.83
14,4,5880,7327,49.24
20,1,8400,12551,29.77
20,5,6000,4998,63.02
19,10,4560,3773,79.92
17,7,6120,3811,88.94
8,7,3360,2027,100.0
11,0,2640,3077,34.32
13,11,3120,2223,100.0
17,9,8160,5904,87.05
18,12,6480,7868,72.94
19,19,5700,7889,88.9
6,2,2160,1206,91.64
12,5,5040,6185,57.59
12,7,3600,2100,100.0
6,5,2520,2626,88.39
14,1,4200,2641,67.9
8,4,2400,2646,66.28
19,14,4560,4040,89.36
5,1,1200,1677,40.62
11,5,5280,6115,61.81
20,0,4800,4369,43.95
16,15,5760,3311,100.0
17,1,5100,5717,39.21
9,5,2700,1880,90.78
19,11,9120,12657,63.56
15,11,6300,5602,88.98
8,0,2880,2559,45.02
18,6,5400,3148,88.61
10,10,4800,5876,92.68
18,0,6480,7101,36.5
19,7,9120,10959,55.39
19,12,5700,3758,98.57
11,3,4620,4989,53.41
15,4,7200,9531,46.22
19,6,4560,6336,47.74
14,2,5040,6869,37.92
20,3,8400,10699,40.4
8,7,3840,4713,85.09
7,2,1680,1712,56.4
18,13,6480,6748,81.74
11,10,3960,2463,100.0
7,1,2100,1169,80.43
14,2,5880,3653,72.96
17,15,8160,7058,99.19
10,0,4200,3066,54.79
8,3,2880,3600,54.5
5,0,2100,2111,39.79
13,6,3900,5123,58.14
7,5,2520,3373,72.74
14,11,4200,3240,98.99
16,0,7680,4677,65.68
6,0,2880,3602,31.98
14,11,5880,6985,80.82
17,4,5100,4240,62.23
13,0,5460,6104,35.78
14,6,3360,3041,69.91
8,8,2880,1682,100.0
10,8,4800,6310,78.43
13,12,5460,3761,100.0
18,13,5400,3590,100.0
18,15,4320,3348,100.0
9,1,2700,3104,41.46
16,2,5760,6119,45.15
19,11,9120,8099,79.78
13,0,3120,2514,49.64
9,2,4320,5837,42.94
17,0,5100,4980,40.96
17,6,5100,6671,51.76
12,9,4320,3199,99.02
12,8,4320,3018,97.26
8,1,2400,3180,37.69
13,12,4680,3426,100.0
10,1,4800,6278,36.58
17,5,8160,9422,52.29
18,15,6480,9589,77.03
18,6,6480,3242,99.95
19,9,4560,4420,69.69
5,1,2400,1522,75.07
19,10,5700,7565,61.72
10,4,3600,2689,77.55
5,4,2100,1684,97.88
11,3,4620,5586,49.45
7,2,2940,3767,48.36
20,8,4800,5197,60.94
19,0,4560,3969,45.96
10,10,2400,3579,86.82
6,1,1800,2577,37.94
15,13,4500,4889,88.82
14,13,3360,2677,100.0
7,0,3360,1968,68.29
10,4,4800,4654,65.25
12,12,3600,2734,100.0
7,1,3360,3534,46.6
19,14,6840,3514,100.0
11,6,3300,1923,100.0
12,8,3600,3224,84.67
14,13,5040,2976,100.0
13,3,4680,5744,46.44
13,10,3900,3812,87.08
11,9,4620,3289,100.0
15,13,3600,3894,88.98
15,5,3600,4503,51.98
12,12,2880,1900,100.0
12,11,4320,3216,100.0
11,4,3960,5040,53.25
17,6,4080,2898,77.49
14,6,6720,5930,71.04
16,9,4800,5044,71.82
8,4,3360,3510,68.29
7,4,2520,1679,94.32
7,2,1680,1591,59.38
10,8,3000,2300,100.0
11,7,5280,4899,81.29
19,4,5700,7592,42.66
15,5,6300,6431,59.19
20,4,6000,5570,55.09
10,7,2400,2918,74.9
12,5,5040,5360,62.61
15,15,6300,5143,100.0
20,13,6000,7238,72.16
16,4,5760,3599,79.02
12,2,5040,7555,36.68
17,1,5100,7036,32.52
18,8,6480,7688,60.38
7,1,1680,2065,41.11
19,14,9120,12149,74.24
14,7,5040,4355,76.29
5,4,1800,1710,90.11
7,2,2100,2172,55.82
10,5,4200,3906,73.01
12,11,2880,2336,100.0
11,10,3300,1900,100.0
18,8,7560,5474,81.91
19,17,5700,7761,83.06
8,5,1920,2711,65.83
16,5,3840,3876,58.38
10,1,3600,3565,46.39
5,4,2400,2698,83.58
6,6,2880,1512,100.0
12,4,5760,7347,51.36
18,18,5400,4323,100.0
15,6,7200,8942,56.21
14,1,5880,4906,52.23
12,4,5760,7332,51.42
8,8,3840,2251,100.0
17,11,8160,6142,91.97
9,8,3240,4114,84.84
14,8,3360,4753,62.56
7,2,2100,2020,58.73
6,5,2520,2963,84.02
7,6,3360,2760,100.0
20,12,6000,8365,64.69
8,1,3840,4284,43.35
6,0,1440,722,79.78
16,7,3840,4661,59.2
13,8,5460,6545,70.29
18,11,8640,5360,100.0
7,1,3360,2433,63.81
16,8,5760,3942,88.45
8,8,3840,3123,100.0
19,15,5700,4838,94.5
5,3,2400,1640,94.54
16,15,6720,9368,84.94
14,8,5040,6190,66.85
17,10,5100,6617,66.12
9,3,2160,1090,99.27
6,6,1440,2056,88.02
9,4,2700,3776,55.27
10,5,3600,5031,58.62
17,6,6120,6187,60.74
5,2,2100,1924,67.66
15,5,3600,4673,50.82
6,4,1440,1842,71.27
6,6,1800,2413,89.84
13,2,5460,7700,37.59
15,10,6300,4400,97.27
12,7,4320,6082,63.41
17,4,7140,8855,46.37
15,1,5400,5044,46.82
19,5,7980,4095,93.74
15,6,6300,6526,62.61
16,2,3840,5275,36.62
14,6,5040,5093,65.3
9,9,3240,2482,100.0
14,6,4200,4428,63.65
12,7,3600,2797,86.48
18,18,5400,6317,94.19
20,6,9600,9045,60.45
11,8,4620,5783,75.59
5,0,2400,1716,55.94
14,10,3360,3431,82.03
9,8,3780,3027,100.0
6,5,1800,2520,78.57
20,18,4800,3454,100.0
5,4,1800,2525,76.51
16,1,6720,7696,38.68
16,14,3840,4155,89.47
7,3,2100,1811,72.1
8,3,2880,3294,57.47
16,11,5760,7698,71.18
15,9,3600,2789,87.63
5,0,1500,2149,27.92
20,13,8400,4569,100.0
9,6,2160,1477,98.5
16,8,3840,4143,67.07
9,3,4320,2682,84.43
9,1,2700,2870,44.3
16,6,4800,6719,51.08
7,0,3360,4445,30.24
17,10,8160,9906,68.24
16,16,6720,4972,100.0
9,7,4320,2669,100.0
12,7,3600,4387,67.82
16,4,6720,10012,41.85
14,1,5880,5184,49.66
14,10,5040,6712,72.89
12,0,4320,5255,32.88
6,0,1800,2120,33.96
8,7,3360,4221,84.34
9,9,2160,2660,92.48
19,8,5700,2887,100.0
9,6,2160,3070,68.14
7,6,1680,1546,94.9
17,14,8160,7961,90.41
11,8,5280,3369,100.0
17,4,7140,8397,48.13
16,8,4800,3941,78.72
7,2,2520,1761,74.38
15,14,3600,3274,99.98
14,1,5880,5679,45.7
10,5,3600,2876,80.07
17,16,6120,5810,98.6
14,4,5040,6387,48.71
8,8,3360,3308,100.0
16,4,3840,5386,43.52
10,2,4800,6525,41.43
20,9,7200,8547,60.7
5,2,1200,1618,53.67
14,6,6720,5662,73.19
9,0,4320,3846,44.93
12,12,2880,2390,100.0
13,5,4680,5450,57.43
8,0,1920,1642,46.77
8,1,2400,2402,47.47
5,1,2400,3146,42.51
10,2,4200,5778,41.08
7,7,2100,1171,100.0
19,11,7980,11278,63.04
7,7,1680,1416,100.0
17,6,7140,4754,81.25
18,11,8640,6739,87.95
8,2,2880,1463,93.74
12,2,5040,7020,38.72
14,3,4200,2751,73.93
6,2,1440,2073,47.79
19,14,4560,5025,80.51
6,0,1440,1069,53.88
13,9,6240,3879,100.0
11,3,3960,3792,58.14
17,11,5100,7555,65.83
11,7,4620,3892,85.66
20,6,4800,5020,56.25
6,6,2520,3362,89.98
15,2,4500,2877,70.57
20,11,8400,10295,65.64
10,3,3600,4325,51.29
18,3,4320,4698,46.78
5,4,2100,3040,75.63
5,0,2100,1356,61.95
15,5,5400,6034,55.8
16,12,7680,9962,75.84
19,9,7980,11056,57.29
